player_id,first_name,last_name,display_name,position,squad_id,gameweek,opponent_id,opponent_name,fixture_difficulty,is_home,minutes_played,goals_scored,hat_tricks,assists,penalty_misses,own_goals,yellow_cards,red_cards,saves,penalty_saves,clean_sheet,goals_conceded,clearances,blocks,tackles,interceptions,key_passes,shots_on_target,points
3774,Joe,Murphy,J. Murphy,GK,44,25,42,Walsall,,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10934,Glenn,Morris,G. Morris,GK,100,25,437,Newport,,H,90,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,3
18124,Mark,Howard,M. Howard,GK,3448,25,46,Swindon,,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18867,Billy,Sharp,B. Sharp,FWD,290,25,2623,AFC Wim,,A,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
18892,Ashley,Young,A. Young,DEF,40,25,113,Bristol C,,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18892,Ashley,Young,A. Young,DEF,40,25,113,Bristol C,,H,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19250,Shaun,Whalley,S. Whalley,FWD,888,25,22,MK Dons,,H,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2
20460,Kyle,McFadzean,K. McFadzean,DEF,98,25,2050,Bromley,,H,90,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,10
20950,Simon,Eastwood,S. Eastwood,GK,106,25,52,QPR,,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20950,Simon,Eastwood,S. Eastwood,GK,106,25,52,QPR,,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20966,Sam,Foley,S. Foley,MID,573,25,51,Crewe,,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27436,David,McGoldrick,D. McGoldrick,FWD,37,25,92,Blackpool,,H,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14
