player_id,first_name,last_name,display_name,position,squad_id,gameweek,opponent_id,opponent_name,fixture_difficulty,is_home,minutes_played,goals_scored,hat_tricks,assists,penalty_misses,own_goals,yellow_cards,red_cards,saves,penalty_saves,clean_sheet,goals_conceded,clearances,blocks,tackles,interceptions,key_passes,shots_on_target,points
3774,Joe,Murphy,J. Murphy,GK,44,5,104,Notts C,hard,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10934,Glenn,Morris,G. Morris,GK,100,5,105,Oldham,medium,A,90,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,9
18124,Mark,Howard,M. Howard,GK,3448,5,87,Cheltenham,easy,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18867,Billy,Sharp,B. Sharp,FWD,290,5,72,Rotherham,easy,H,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
18892,Ashley,Young,A. Young,DEF,40,5,24,Derby,hard,H,90,0,0,1,0,0,0,0,0,0,0,2,7,0,3,0,0,0,6
19250,Shaun,Whalley,S. Whalley,FWD,888,5,74,Shrewsbury,easy,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20460,Kyle,McFadzean,K. McFadzean,DEF,98,5,1525,Crawley,easy,H,90,0,0,0,0,0,0,0,0,0,0,2,12,0,4,0,0,0,6
20950,Simon,Eastwood,S. Eastwood,GK,106,5,9,Coventry,hard,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20966,Sam,Foley,S. Foley,MID,573,5,2048,Fleetwood,medium,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27436,David,McGoldrick,D. McGoldrick,FWD,37,5,38,Huddersfield,medium,H,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36869,James,Wilson,J. Wilson,DEF,87,5,3448,Salford,hard,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39325,Richard,O'Donnell,R. O'Donnell,GK,24,5,40,Ipswich,hard,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40161,Byron,Webster,B. Webster,DEF,2050,5,671,Harrogate,easy,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40261,David,Worrall,D. Worrall,MID,573,5,2048,Fleetwood,medium,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40349,Asmir,Begovic,A. Begovic,GK,13,5,41,Birmingham,medium,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40399,Sam,Vokes,S. Vokes,FWD,100,5,105,Oldham,medium,A,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
40662,Joe,Garner,J. Garner,FWD,105,5,100,Gillingham,easy,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40871,Ben,Hinchliffe,B. Hinchliffe,GK,48,5,111,Wigan,easy,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42428,Sam,Hutchinson,S. Hutchinson,MID,2623,5,55,Bradford,hard,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42887,Frank,Fielding,F. Fielding,GK,110,5,35,West Brom,easy,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44683,Jay,Rodriguez,J. Rodriguez,FWD,109,5,103,Millwall,hard,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45268,Moussa,Sissoko,M. Sissoko,MID,57,5,20,Southampton,hard,H,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4
47247,John,Fleck,J. Fleck,MID,98,5,1525,Crawley,easy,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48613,Ched,Evans,C. Evans,FWD,2048,5,573,Barrow,easy,A,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
48903,Joe,Day,J. Day,GK,87,5,3448,Salford,hard,A,90,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,6
48938,Josh,Magennis,J. Magennis,FWD,71,5,73,Peterborough,medium,H,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15
49226,James,Clarke,J. Clarke,DEF,437,5,101,Cambridge,hard,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49284,Michael,Morrison,M. Morrison,DEF,101,5,437,Newport,easy,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49323,Steven,Nzonzi,S. Nzonzi,MID,110,5,35,West Brom,easy,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49387,Mark,Oxley,M. Oxley,GK,671,5,2050,Bromley,hard,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49415,Kristian,Dennis,K. Dennis,FWD,44,5,104,Notts C,hard,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49773,Albert,Adomah,A. Adomah,DEF,42,5,22,MK Dons,hard,A,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50093,David,Button,D. Button,GK,40,5,24,Derby,hard,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50255,Nathan,Thompson,N. Thompson,DEF,22,5,42,Walsall,medium,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50258,Warren,Burrell,W. Burrell,DEF,671,5,2050,Bromley,hard,A,90,0,0,0,0,0,0,0,0,0,0,2,15,1,3,0,0,0,5
51922,Ben,Amos,B. Amos,GK,50,5,108,Reading,hard,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54738,Thomas,Kaminski,T. Kaminski,GK,33,5,52,QPR,medium,A,90,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3
55038,Kevin,McDonald,K. McDonald,MID,71,5,73,Peterborough,medium,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
