player_id,first_name,last_name,display_name,position,squad_id,gameweek,minutes_played,goals_scored,hat_tricks,assists,penalty_misses,own_goals,yellow_cards,red_cards,saves,penalty_saves,clean_sheet,goals_conceded,clearances,blocks,tackles,interceptions,key_passes,shots_on_target,points
78773,James,Collins,J. Collins,FWD,83,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85017,Tendayi,Darikwa,T. Darikwa,DEF,83,18,90,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,7
90495,Sonny,Bradley,S. Bradley,DEF,83,18,90,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,9
96778,Adam,Reach,A. Reach,MID,83,18,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,12
97873,Adam,Jackson,A. Jackson,DEF,83,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124119,Conor,McGrandles,C. McGrandles,MID,83,18,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
234557,Reeco,Hackett,R. Hackett,FWD,83,18,80,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,7
235179,Ben,House,B. House,FWD,83,18,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
235449,George,Wickens,G. Wickens,GK,83,18,90,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7
246299,Tom,Bayliss,T. Bayliss,MID,83,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
434132,Tom,Hamer,T. Hamer,DEF,83,18,90,0,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,0,9
448482,Rob,Street,R. Street,FWD,83,18,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
461430,Lewis,Montsma,L. Montsma,DEF,83,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468243,Kamil,Conteh,K. Conteh,MID,83,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475469,Zach,Jeacock,Z. Jeacock,GK,83,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492153,Dom,Jefferies,D. Jefferies,MID,83,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492776,Dexter,Lembikisa,D. Lembikisa,DEF,83,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498104,Ryley,Towler,R. Towler,DEF,83,18,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
514333,Oscar,Thorn,O. Thorn,FWD,83,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514498,Erik,Ring,E. Ring,FWD,83,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520855,Alfie,Lloyd,A. Lloyd,FWD,83,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
523851,Jack,Moylan,J. Moylan,MID,83,18,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4
524171,Freddie,Draper,F. Draper,FWD,83,18,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
532097,Ivan,Varfolomieiev,I. Varfolomieiev,MID,83,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534390,Deji,Elerewe,D. Elerewe,DEF,83,18,90,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,1
585472,Ryan,Oné,R. Oné,FWD,83,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642316,Charlie,Parks,C. Parks,DEF,83,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704151,Daniel,Vanderpuye,D. Vanderpuye,FWD,83,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704152,Noah,Simmons,N. Simmons,MID,83,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
