player_id,first_name,last_name,display_name,position,squad_id,gameweek,opponent_id,opponent_name,fixture_difficulty,is_home,minutes_played,goals_scored,hat_tricks,assists,penalty_misses,own_goals,yellow_cards,red_cards,saves,penalty_saves,clean_sheet,goals_conceded,clearances,blocks,tackles,interceptions,key_passes,shots_on_target,points
3774,Joe,Murphy,J. Murphy,GK,44,26,101,Cambridge,hard,A,90,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0
3774,Joe,Murphy,J. Murphy,GK,44,26,34,Barnet,medium,A,90,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,3
10934,Glenn,Morris,G. Morris,GK,100,26,671,Harrogate,easy,A,90,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,9
18124,Mark,Howard,M. Howard,GK,3448,26,96,Bristol R,medium,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18124,Mark,Howard,M. Howard,GK,3448,26,98,Chesterfield,medium,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18867,Billy,Sharp,B. Sharp,FWD,290,26,111,Wigan,easy,H,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
18867,Billy,Sharp,B. Sharp,FWD,290,26,85,L Orient,easy,H,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18892,Ashley,Young,A. Young,DEF,40,26,49,Sheffield Utd,easy,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19250,Shaun,Whalley,S. Whalley,FWD,888,26,42,Walsall,medium,A,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
19250,Shaun,Whalley,S. Whalley,FWD,888,26,437,Newport,easy,A,90,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9
20460,Kyle,McFadzean,K. McFadzean,DEF,98,26,437,Newport,easy,A,90,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,2
20460,Kyle,McFadzean,K. McFadzean,DEF,98,26,3448,Salford,hard,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20950,Simon,Eastwood,S. Eastwood,GK,106,26,13,Leicester,easy,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
