player_id,first_name,last_name,display_name,position,squad_id,gameweek,opponent_id,opponent_name,fixture_difficulty,is_home,minutes_played,goals_scored,hat_tricks,assists,penalty_misses,own_goals,yellow_cards,red_cards,saves,penalty_saves,clean_sheet,goals_conceded,clearances,blocks,tackles,interceptions,key_passes,shots_on_target,points
3774,Joe,Murphy,J. Murphy,GK,44,13,98,Chesterfield,medium,H,90,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,4
3774,Joe,Murphy,J. Murphy,GK,44,13,888,Accrington,medium,A,90,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,9
10934,Glenn,Morris,G. Morris,GK,100,13,3448,Salford,hard,H,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18124,Mark,Howard,M. Howard,GK,3448,13,100,Gillingham,easy,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18867,Billy,Sharp,B. Sharp,FWD,290,13,108,Reading,hard,A,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
18892,Ashley,Young,A. Young,DEF,40,13,35,West Brom,easy,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19250,Shaun,Whalley,S. Whalley,FWD,888,13,2048,Fleetwood,medium,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19250,Shaun,Whalley,S. Whalley,FWD,888,13,44,Tranmere,easy,H,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7
20460,Kyle,McFadzean,K. McFadzean,DEF,98,13,44,Tranmere,easy,A,90,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,0,0,3
20950,Simon,Eastwood,S. Eastwood,GK,106,13,19,Sheffield Wed,easy,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20966,Sam,Foley,S. Foley,MID,573,13,34,Barnet,medium,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27436,David,McGoldrick,D. McGoldrick,FWD,37,13,72,Rotherham,easy,H,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
36869,James,Wilson,J. Wilson,DEF,87,13,42,Walsall,medium,H,90,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,9
38038,Ben,Hamer,B. Hamer,GK,52,13,24,Derby,hard,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39325,Richard,O'Donnell,R. O'Donnell,GK,24,13,52,QPR,medium,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40161,Byron,Webster,B. Webster,DEF,2050,13,22,MK Dons,hard,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40261,David,Worrall,D. Worrall,MID,573,13,34,Barnet,medium,H,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40349,Asmir,Begovic,A. Begovic,GK,13,13,103,Millwall,hard,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40399,Sam,Vokes,S. Vokes,FWD,100,13,3448,Salford,hard,H,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7
40662,Joe,Garner,J. Garner,FWD,105,13,74,Shrewsbury,easy,H,90,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7
40871,Ben,Hinchliffe,B. Hinchliffe,GK,48,13,50,Port Vale,easy,A,90,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7
41789,Lucas,Akins,L. Akins,FWD,77,13,111,Wigan,easy,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41789,Lucas,Akins,L. Akins,FWD,77,13,76,Plymouth,medium,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42428,Sam,Hutchinson,S. Hutchinson,MID,2623,13,587,Burton,easy,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42887,Frank,Fielding,F. Fielding,GK,110,13,47,Portsmouth,easy,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44683,Jay,Rodriguez,J. Rodriguez,FWD,109,13,25,Middlesbrough,hard,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45268,Moussa,Sissoko,M. Sissoko,MID,57,13,9,Coventry,hard,A,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47247,John,Fleck,J. Fleck,MID,98,13,44,Tranmere,easy,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48613,Ched,Evans,C. Evans,FWD,2048,13,888,Accrington,medium,H,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
48903,Joe,Day,J. Day,GK,87,13,42,Walsall,medium,H,90,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,11
48938,Josh,Magennis,J. Magennis,FWD,71,13,76,Plymouth,medium,H,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49226,James,Clarke,J. Clarke,DEF,437,13,671,Harrogate,easy,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49284,Michael,Morrison,M. Morrison,DEF,101,13,104,Notts C,hard,A,90,0,0,0,0,0,1,0,0,0,0,2,4,0,1,0,0,0,1
49323,Steven,Nzonzi,S. Nzonzi,MID,110,13,47,Portsmouth,easy,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49387,Mark,Oxley,M. Oxley,GK,671,13,437,Newport,easy,H,90,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,5
49415,Kristian,Dennis,K. Dennis,FWD,44,13,98,Chesterfield,medium,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49415,Kristian,Dennis,K. Dennis,FWD,44,13,888,Accrington,medium,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49773,Albert,Adomah,A. Adomah,DEF,42,13,87,Cheltenham,easy,A,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
49949,Garath,McCleary,G. McCleary,FWD,100,13,3448,Salford,hard,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50093,David,Button,D. Button,GK,40,13,35,West Brom,easy,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50255,Nathan,Thompson,N. Thompson,DEF,22,13,2050,Bromley,hard,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50258,Warren,Burrell,W. Burrell,DEF,671,13,437,Newport,easy,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51922,Ben,Amos,B. Amos,GK,50,13,48,Stockport,hard,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51927,Ben,Mee,B. Mee,DEF,49,13,107,Preston,medium,A,90,0,0,0,0,0,0,0,0,0,0,3,5,1,1,0,0,0,2
53314,Jon,McLaughlin,J. McLaughlin,GK,25,13,109,Wrexham,hard,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54738,Thomas,Kaminski,T. Kaminski,GK,33,13,88,Hull,hard,A,90,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,4
55038,Kevin,McDonald,K. McDonald,MID,71,13,76,Plymouth,medium,H,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
