player_id,first_name,last_name,display_name,position,squad_id,gameweek,minutes_played,goals_scored,hat_tricks,assists,penalty_misses,own_goals,yellow_cards,red_cards,saves,penalty_saves,clean_sheet,goals_conceded,clearances,blocks,tackles,interceptions,key_passes,shots_on_target,points
78773,James,Collins,J. Collins,FWD,83,2,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
85017,Tendayi,Darikwa,T. Darikwa,DEF,83,2,90,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1
90495,Sonny,Bradley,S. Bradley,DEF,83,2,90,0,0,0,0,0,0,0,0,0,0,2,15,4,0,0,0,0,6
97873,Adam,Jackson,A. Jackson,DEF,83,2,23,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,-3
124119,Conor,McGrandles,C. McGrandles,MID,83,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
201083,Ethan,Hamilton,E. Hamilton,MID,83,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
234557,Reeco,Hackett,R. Hackett,FWD,83,2,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
235179,Ben,House,B. House,FWD,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235449,George,Wickens,G. Wickens,GK,83,2,90,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1
246299,Tom,Bayliss,T. Bayliss,MID,83,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
434132,Tom,Hamer,T. Hamer,DEF,83,2,45,0,0,0,0,0,0,0,0,0,0,1,4,1,2,0,0,0,3
448482,Rob,Street,R. Street,FWD,83,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
461430,Lewis,Montsma,L. Montsma,DEF,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462033,Jamie,Pardington,J. Pardington,GK,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468243,Kamil,Conteh,K. Conteh,MID,83,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
475469,Zach,Jeacock,Z. Jeacock,GK,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492153,Dom,Jefferies,D. Jefferies,MID,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498104,Ryley,Towler,R. Towler,DEF,83,2,90,0,0,0,0,0,0,0,0,0,0,2,7,0,2,0,0,0,3
514333,Oscar,Thorn,O. Thorn,FWD,83,2,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6
514498,Erik,Ring,E. Ring,FWD,83,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
523851,Jack,Moylan,J. Moylan,MID,83,2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
524171,Freddie,Draper,F. Draper,FWD,83,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
534390,Deji,Elerewe,D. Elerewe,DEF,83,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
553756,Oisín,Gallagher,O. Gallagher,MID,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585472,Ryan,Oné,R. Oné,FWD,83,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
641074,Gbolahan,Okewoye,G. Okewoye,MID,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642316,Charlie,Parks,C. Parks,DEF,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650516,Zane,Okoro,Z. Okoro,FWD,83,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
663373,MJ,Kamara,M. Kamara,DEF,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
