player_id,first_name,last_name,display_name,position,squad_id,gameweek,opponent_id,opponent_name,fixture_difficulty,is_home,minutes_played,goals_scored,hat_tricks,assists,penalty_misses,own_goals,yellow_cards,red_cards,saves,penalty_saves,clean_sheet,goals_conceded,clearances,blocks,tackles,interceptions,key_passes,shots_on_target,points
3774,Joe,Murphy,J. Murphy,GK,44,24,2050,Bromley,hard,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40161,Byron,Webster,B. Webster,DEF,2050,24,44,Tranmere,easy,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40871,Ben,Hinchliffe,B. Hinchliffe,GK,48,24,38,Huddersfield,medium,H,90,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,9
49387,Mark,Oxley,M. Oxley,GK,671,24,51,Crewe,hard,A,90,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,4
49415,Kristian,Dennis,K. Dennis,FWD,44,24,2050,Bromley,hard,H,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
50258,Warren,Burrell,W. Burrell,DEF,671,24,51,Crewe,hard,A,45,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1
60295,Connor,Jennings,C. Jennings,FWD,44,24,2050,Bromley,hard,H,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67908,Josh,Falkingham,J. Falkingham,MID,671,24,51,Crewe,hard,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73545,Tom,Lees,T. Lees,DEF,73,24,30,Bolton,hard,H,90,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,0,0,3
76429,Louis,Moult,L. Moult,FWD,51,24,671,Harrogate,easy,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77818,James,Shea,J. Shea,GK,102,24,288,Stevenage,hard,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79934,Oliver,Norwood,O. Norwood,MID,48,24,38,Huddersfield,medium,H,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,6
80181,Conor,McAleny,C. McAleny,FWD,671,24,51,Crewe,hard,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80254,Carl,Jenkinson,C. Jenkinson,DEF,2050,24,44,Tranmere,easy,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80282,Lee,Nicholls,L. Nicholls,GK,38,24,48,Stockport,hard,A,90,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,4
80708,Jack,Muldoon,J. Muldoon,FWD,671,24,51,Crewe,hard,A,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82740,Carl,Piergianni,C. Piergianni,DEF,288,24,102,Luton,medium,A,90,0,0,0,0,0,0,0,0,0,0,2,8,2,2,0,0,0,5
