player_id,first_name,last_name,display_name,position,squad_id,gameweek,opponent_id,opponent_name,fixture_difficulty,is_home,minutes_played,goals_scored,hat_tricks,assists,penalty_misses,own_goals,yellow_cards,red_cards,saves,penalty_saves,clean_sheet,goals_conceded,clearances,blocks,tackles,interceptions,key_passes,shots_on_target,points
3774,Joe,Murphy,J. Murphy,GK,44,9,101,Cambridge,hard,H,90,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7
10934,Glenn,Morris,G. Morris,GK,100,9,671,Harrogate,easy,H,90,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
18124,Mark,Howard,M. Howard,GK,3448,9,96,Bristol R,easy,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18867,Billy,Sharp,B. Sharp,FWD,290,9,102,Luton,medium,A,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18892,Ashley,Young,A. Young,DEF,40,9,47,Portsmouth,easy,H,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18892,Ashley,Young,A. Young,DEF,40,9,113,Bristol C,medium,A,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18892,Ashley,Young,A. Young,DEF,40,9,47,Portsmouth,easy,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18892,Ashley,Young,A. Young,DEF,40,9,113,Bristol C,medium,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19250,Shaun,Whalley,S. Whalley,FWD,888,9,42,Walsall,medium,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20460,Kyle,McFadzean,K. McFadzean,DEF,98,9,437,Newport,easy,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20950,Simon,Eastwood,S. Eastwood,GK,106,9,49,Sheffield Utd,easy,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20950,Simon,Eastwood,S. Eastwood,GK,106,9,52,QPR,medium,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20950,Simon,Eastwood,S. Eastwood,GK,106,9,49,Sheffield Utd,easy,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20950,Simon,Eastwood,S. Eastwood,GK,106,9,52,QPR,medium,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20966,Sam,Foley,S. Foley,MID,573,9,1525,Crawley,easy,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27436,David,McGoldrick,D. McGoldrick,FWD,37,9,50,Port Vale,easy,H,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36869,James,Wilson,J. Wilson,DEF,87,9,53,Grimsby,hard,A,90,0,0,0,0,0,0,0,0,0,0,7,7,2,0,0,0,0,1
38038,Ben,Hamer,B. Hamer,GK,52,9,19,Sheffield Wed,easy,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38038,Ben,Hamer,B. Hamer,GK,52,9,106,Oxford,easy,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38038,Ben,Hamer,B. Hamer,GK,52,9,19,Sheffield Wed,easy,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38038,Ben,Hamer,B. Hamer,GK,52,9,106,Oxford,easy,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39325,Richard,O'Donnell,R. O'Donnell,GK,24,9,109,Wrexham,hard,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39325,Richard,O'Donnell,R. O'Donnell,GK,24,9,33,Charlton,easy,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39325,Richard,O'Donnell,R. O'Donnell,GK,24,9,109,Wrexham,hard,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39325,Richard,O'Donnell,R. O'Donnell,GK,24,9,33,Charlton,easy,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40161,Byron,Webster,B. Webster,DEF,2050,9,46,Swindon,hard,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40261,David,Worrall,D. Worrall,MID,573,9,1525,Crawley,easy,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40349,Asmir,Begovic,A. Begovic,GK,13,9,35,West Brom,easy,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40349,Asmir,Begovic,A. Begovic,GK,13,9,109,Wrexham,hard,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40349,Asmir,Begovic,A. Begovic,GK,13,9,35,West Brom,easy,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40349,Asmir,Begovic,A. Begovic,GK,13,9,109,Wrexham,hard,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40399,Sam,Vokes,S. Vokes,FWD,100,9,671,Harrogate,easy,H,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40662,Joe,Garner,J. Garner,FWD,105,9,34,Barnet,medium,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40871,Ben,Hinchliffe,B. Hinchliffe,GK,48,9,108,Reading,hard,H,90,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,4
42428,Sam,Hutchinson,S. Hutchinson,MID,2623,9,112,Wycombe,medium,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42887,Frank,Fielding,F. Fielding,GK,110,9,45,Norwich,medium,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42887,Frank,Fielding,F. Fielding,GK,110,9,25,Middlesbrough,hard,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
