player_id,first_name,last_name,display_name,position,squad_id,gameweek,opponent_id,opponent_name,fixture_difficulty,is_home,minutes_played,goals_scored,hat_tricks,assists,penalty_misses,own_goals,yellow_cards,red_cards,saves,penalty_saves,clean_sheet,goals_conceded,clearances,blocks,tackles,interceptions,key_passes,shots_on_target,points
3774,Joe,Murphy,J. Murphy,GK,44,3,100,Gillingham,medium,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10934,Glenn,Morris,G. Morris,GK,100,3,98,Chesterfield,hard,H,90,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
10934,Glenn,Morris,G. Morris,GK,100,3,98,Chesterfield,hard,H,90,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,5
18124,Mark,Howard,M. Howard,GK,3448,3,437,Newport,easy,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18124,Mark,Howard,M. Howard,GK,3448,3,437,Newport,easy,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18867,Billy,Sharp,B. Sharp,FWD,290,3,38,Huddersfield,medium,A,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8
18867,Billy,Sharp,B. Sharp,FWD,290,3,38,Huddersfield,medium,A,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18892,Ashley,Young,A. Young,DEF,40,3,20,Southampton,hard,H,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
19250,Shaun,Whalley,S. Whalley,FWD,888,3,3448,Salford,hard,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20460,Kyle,McFadzean,K. McFadzean,DEF,98,3,100,Gillingham,medium,A,90,1,0,0,0,0,1,0,0,0,0,1,7,1,1,0,0,0,9
20460,Kyle,McFadzean,K. McFadzean,DEF,98,3,100,Gillingham,medium,A,90,0,0,0,0,0,0,0,0,0,0,4,8,0,1,0,0,0,2
20950,Simon,Eastwood,S. Eastwood,GK,106,3,88,Hull,hard,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
